DBpedia Link,Abstract
http://dbpedia.org/resource/Caddy_Works,"Pierce ""Caddy"" Works (January 2, 1896 – July 19, 1982) was an American basketball and baseball coach. He was the head basketball coach at University of California, Los Angeles (UCLA)—known as the Southern Branch of the University of California until 1927—for 18 seasons, from 1921 to 1939, compiling a record of 173–159. Works was also the head baseball coach at Southern Branch from 1925 to 1926, tallying a mark of 23–14. Works was a lawyer by profession and coached the team only during the evenings. According to UCLA player and future Olympian Frank Lubin, Works was ""more of an honorary coach"" with little basketball knowledge."
http://dbpedia.org/resource/Cade_(musician),"Cade Cameron Larson (born September 26, 1996), better known by his stage name as Cade (stylized as CADE), is an American musician, singer, songwriter and record producer. He has released three EP's."
http://dbpedia.org/resource/Cade_Cavalli,"Steven Cade Cavalli (born August 14, 1998) is an American professional baseball pitcher for the Washington Nationals of Major League Baseball (MLB). He was selected 22nd overall by the Nationals in the 2020 Major League Baseball draft."
http://dbpedia.org/resource/Cade_Courtley,"Christopher ""Cade"" Courtley (born December 30, 1969) is a retired American television host and a former Navy SEAL. He was the host of Spike TV's and Discovery Channel's show Surviving Disaster and Sportsman Channel's America Unplugged. He was also the author of a book, entitled SEAL Survival Guide: A Navy SEAL's Secrets to Surviving Any Disaster."
http://dbpedia.org/resource/Cade_Cowell,"Cade Dylan Cowell (born October 14, 2003) is an American professional soccer player who plays as a winger for Major League Soccer club San Jose Earthquakes and the United States national team."
http://dbpedia.org/resource/Cade_Cunningham,"Cade Parker Cunningham (born September 25, 2001) is an American professional basketball player for the Detroit Pistons of the National Basketball Association (NBA). He attended Bowie High School in his hometown of Arlington, Texas, before transferring to Montverde Academy in Florida, where he was rated a consensus five-star recruit and among the top players in the 2020 class by major recruiting services. As a senior, he led one of the best high school teams in history and received national player of the year recognition. Cunningham committed to playing college basketball for Oklahoma State, and was named a consensus first-team All-American and Big 12 Player of the Year after his freshman season with the team. He won a gold medal with the United States at the 2019 FIBA Under-19 World Cup. He was the NBA first overall pick by the Detroit Pistons in the 2021 NBA draft."
http://dbpedia.org/resource/Cade_Cust,Cade Cust (born 14 September 1998) is an Australian professional rugby league footballer who plays as a stand-off or hooker for the Wigan Warriors in the Super League. He previously played for the Manly-Warringah Sea Eagles in the National Rugby League.
http://dbpedia.org/resource/Cade_Davis,"Cade Davis (born June 28, 1988) is an American professional basketball player who last played for Kuala Lumpur Dragons of the ASEAN Basketball League."
http://dbpedia.org/resource/Cade_Doughty,"Cade Doughty (born March 26, 2001) is an American college baseball second baseman in the Toronto Blue Jays organization."
http://dbpedia.org/resource/Cade_Fairchild,"Cade Patrick Fairchild (born January 15, 1989) is an American professional ice hockey defenseman. He is currently an unrestricted free agent who most recently played for KalPa in the Finnish Liiga. He was selected by the St. Louis Blues in the 4th round (96th overall) of the 2007 NHL Entry Draft. Fairchild competed at the 2006 IIHF World U18 Championships where he won a gold medal as a member of Team USA. He was also a member of the USA U-18 team at the 2007 IIHF U-18 World Championship, where he led all defensemen in points."
http://dbpedia.org/resource/Cade_Foehner,"Cade Foehner (born July 24, 1996) is an American singer and musician from Shelbyville, Texas. He was eliminated during top 5 on the 16th season of American Idol."
http://dbpedia.org/resource/Cade_Foster,"Cade Foster (born March 10, 1991) is a former American football placekicker. He played for the Alabama Crimson Tide."
http://dbpedia.org/resource/Cade_Horton,"Cade Michael Horton (born August 20, 2001) is an American professional baseball pitcher in the Chicago Cubs organization."
http://dbpedia.org/resource/Cade_Johnson,"Cade Johnson (born April 10, 1998) is an American football wide receiver for the Seattle Seahawks of the National Football League (NFL). He played college football at South Dakota State."
http://dbpedia.org/resource/Cade_Klubnik,"Cade Klubnik (born October 10, 2003) is an American football quarterback for the Clemson Tigers."
http://dbpedia.org/resource/Cade_Mays,"Cade Montgomery Mays (born April 26, 1999) is an American football guard for the Carolina Panthers of the National Football League (NFL). He played college football at Georgia before transferring to Tennessee."
http://dbpedia.org/resource/Cade_McNamara,"Cade McNamara (born May 28, 2000) is an American football quarterback for the Iowa Hawkeyes. McNamara was the starting quarterback for the 2021 Michigan Wolverines team that beat Ohio State, won the Big Ten championship, and appeared in the College Football Playoff. McNamara lost his starting QB spot with the Wolverines after week 2 of the 2022 season to J. J. McCarthy. McNamara then suffered a season ending injury in a week 3 game against UConn. Following the conclusion of the 2022 regular season on November 28th McNamara entered the NCAA transfer portal and ultimately chose to transfer to the University of Iowa on December 1st."
http://dbpedia.org/resource/Cade_McNown,"Cade Brem McNown (born January 12, 1977) is an American former football quarterback who played in the National Football League (NFL) for four seasons, most notably with the Chicago Bears. He played college football at UCLA, where he won the Johnny Unitas Award as a senior, and was selected by the Bears in the first round of the 1999 NFL Draft. However, his Bears tenure would only last two seasons due to injuries and inconsistent play. McNown spent his final two seasons as a backup for the Miami Dolphins and San Francisco 49ers. He was inducted to the College Football Hall of Fame in 2020."
http://dbpedia.org/resource/Cade_Otton,"Cade Otton (born April 15, 1999) is an American football tight end for the Tampa Bay Buccaneers of the National Football League (NFL). He previously played college football at Washington before being selected by the Buccaneers in the fourth round of the 2022 NFL Draft."
http://dbpedia.org/resource/Cade_York,"Cade F. York (born January 27, 2001) is an American football placekicker for the Cleveland Browns of the National Football League (NFL). He played college football at LSU."
http://dbpedia.org/resource/Cadel_Evans,"Cadel Lee Evans AM (/kəˈdɛl/; born 14 February 1977) is an Australian former professional racing cyclist, who competed professionally in both mountain biking and road bicycle racing. A four-time Olympian, Evans is one of three non-Europeans – along with Greg LeMond and Egan Bernal – to have officially won the Tour de France, winning the race in 2011. Early in his career, he was a champion mountain biker, winning the UCI Mountain Bike World Cup in 1998 and 1999 and placing seventh in the men's cross-country mountain bike race at the 2000 Summer Olympics in Sydney. Evans is a four-time Olympian. Evans turned to full-time road cycling in 2001, and gradually progressed through the ranks. He finished second in the Tour de France in 2007 and 2008. Both of these 2nd place finishes are in the top 10 of the closest Tours in history. He became the first Australian to win the UCI ProTour (2007) and the UCI Road World Championships in 2009. After finishing outside the top twenty in 2009 and 2010, Evans became the first Australian rider to win the Tour de France in 2011, riding for the BMC Racing Team. He took the race lead on the penultimate day, after completing a 42.5-kilometre (26.4-mile) individual time trial some two-and-a-half minutes quicker than his closest rivals, Andy Schleck and Fränk Schleck. At age 34, he was among the five oldest winners in the race's history. He also made the podium in the 2009 Vuelta a España and the 2013 Giro d'Italia. Evans retired on 1 February 2015, after completing a race named in his honour."
http://dbpedia.org/resource/Caden_Clark,"Caden Christopher Clark (born May 27, 2003) is an American professional soccer player who plays as an attacking midfielder for Bundesliga club RB Leipzig."
http://dbpedia.org/resource/Caden_Manson,"Caden Manson is the co-founder and director of Big Art Group, a performance ensemble based in New York City. Dedicated to advancing the boundaries of contemporary performance, Manson has expanded the field through their use of digital media, creative interdisciplinary collaborations, and teaching. Manson is the Editor in Chief and co-curator at Contemporary Performance Network, a community organizing platform and social network dedicated to facilitating collaboration among artists, presenters, scholars and festivals. They are the co-Artistic director of the Special Effects festival, an experimental performance festival which premiered in January 2014. They were the Head of the John Wells Directing Program at Carnegie Mellon University from 2014-2019 and is currently the Director of the Undergraduate and Graduate Theatre Program at Sarah Lawrence College in New York."
